pod,namespace,service,window_end,error_rate,log_volume,unique_error_types,cpu_millicores,memory_mi,error_rate_delta,log_volume_delta
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:09:04Z,0.0,55,0,1.05,35.6,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:09:04Z,0.0,29,0,1.13,26.63,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:09:04Z,0.0,51,0,1.03,34.98,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:10:11Z,0.0,56,0,0.59,32.38,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:10:11Z,0.0,48,0,0.98,34.31,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:10:11Z,0.0,80,0,1.33,34.39,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:10:11Z,0.0,78,0,0.87,27.61,0.0,0
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:10:11Z,0.0,75,0,0.96,35.61,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:10:11Z,0.0,29,0,1.21,26.64,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:10:11Z,0.0,42,0,1.28,35.0,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:11:18Z,0.0,69,0,0.81,32.38,0.0,13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:11:18Z,0.0,51,0,1.12,34.33,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:11:18Z,0.0,50,0,1.35,34.39,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:11:18Z,0.0,61,0,0.73,27.61,0.0,-17
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:11:18Z,0.0,90,0,1.0,35.62,0.0,15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:11:18Z,0.0,28,0,1.27,26.64,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:11:18Z,0.0,33,0,1.25,35.02,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:12:25Z,0.0,71,0,0.74,32.38,0.0,2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:12:25Z,0.0,42,0,1.26,34.34,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:12:25Z,0.0,75,0,0.85,34.39,0.0,25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:12:25Z,0.0,53,0,0.73,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:12:25Z,0.0,60,0,1.29,35.63,0.0,-30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:12:25Z,0.0,26,0,1.17,26.64,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:12:25Z,0.0,39,0,0.94,35.04,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:13:31Z,0.0,81,0,0.86,32.38,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:13:31Z,0.0,57,0,1.1,34.36,0.0,15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:13:31Z,0.0,75,0,1.16,34.39,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:13:31Z,0.0,53,0,0.56,27.61,0.0,0
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:13:31Z,0.0,75,0,0.96,35.64,0.0,15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:13:31Z,0.0,29,0,1.11,26.64,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:13:31Z,0.0,33,0,1.37,35.05,0.0,-6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:14:38Z,0.0,77,0,0.9,32.38,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:14:38Z,0.0,42,0,1.48,34.39,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:14:38Z,0.0,60,0,1.08,34.39,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:14:38Z,0.0,62,0,0.66,27.61,0.0,9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:14:38Z,0.0,95,0,1.29,35.66,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:14:38Z,0.0,31,0,1.35,26.64,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:14:38Z,0.0,51,0,0.95,35.05,0.0,18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:15:45Z,0.0,57,0,0.87,32.38,0.0,-20
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:15:45Z,0.0,33,0,1.08,34.39,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:15:45Z,0.0,70,0,1.07,34.39,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:15:45Z,0.0,70,0,0.68,27.61,0.0,8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:15:45Z,0.0,65,0,1.29,35.67,0.0,-30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:15:45Z,0.0,27,0,1.27,26.63,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:15:45Z,0.0,48,0,1.33,35.05,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:16:51Z,0.0,67,0,0.68,32.38,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:16:51Z,0.0,66,0,1.1,34.41,0.0,33
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:16:51Z,0.0,70,0,1.15,34.4,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:16:51Z,0.0,62,0,0.79,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:16:51Z,0.0,70,0,1.07,35.68,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:16:51Z,0.0,28,0,1.2,26.63,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:16:51Z,0.0,18,0,1.11,35.05,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:17:58Z,0.0,77,0,0.74,32.38,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:17:58Z,0.0,42,0,1.59,34.43,0.0,-24
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:17:58Z,0.0,75,0,1.07,34.4,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:17:58Z,0.0,54,0,0.73,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:17:58Z,0.0,65,0,1.13,35.7,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:17:58Z,0.0,28,0,1.21,26.63,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:17:58Z,0.0,42,0,0.63,35.05,0.0,24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:19:05Z,0.0,66,0,0.86,32.38,0.0,-11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:19:05Z,0.0,45,0,1.0,34.45,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:19:05Z,0.0,80,0,1.09,34.41,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:19:05Z,0.0,68,0,0.61,27.61,0.0,14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:19:05Z,0.0,70,0,1.09,35.71,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:19:05Z,0.0,30,0,1.18,26.63,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:19:05Z,0.0,45,0,1.23,35.05,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:20:11Z,0.0,73,0,0.82,32.38,0.0,7
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:20:11Z,0.0,54,0,1.34,34.46,0.0,9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:20:11Z,0.0,90,0,1.23,34.43,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:20:11Z,0.0,71,0,0.74,27.61,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:20:11Z,0.0,70,0,1.15,35.73,0.0,0
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:20:11Z,0.0,32,0,1.32,26.64,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:20:11Z,0.0,42,0,1.16,35.05,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:21:18Z,0.0,76,0,0.77,32.37,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:21:18Z,0.0,45,0,1.3,34.48,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:21:18Z,0.0,60,0,1.19,34.44,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:21:18Z,0.0,62,0,0.79,27.61,0.0,-9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:21:18Z,0.0,90,0,1.19,35.75,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:21:18Z,0.0,30,0,1.32,26.63,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:21:18Z,0.0,45,0,1.2,35.04,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:22:25Z,0.0,65,0,0.78,32.37,0.0,-11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:22:25Z,0.0,36,0,1.25,34.49,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:22:25Z,0.0,50,0,0.91,34.45,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:22:25Z,0.0,64,0,0.73,27.61,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:22:25Z,0.0,80,0,1.34,35.77,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:22:25Z,0.0,27,0,1.23,26.63,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:22:25Z,0.0,42,0,1.02,35.04,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:23:31Z,0.0,68,0,0.77,32.37,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:23:31Z,0.0,57,0,1.14,34.51,0.0,21
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:23:31Z,0.0,65,0,0.95,34.45,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:23:31Z,0.0,74,0,0.63,27.61,0.0,10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:23:31Z,0.0,92,0,1.18,35.78,0.0,12
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:23:31Z,0.0,30,0,1.16,26.63,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:23:31Z,0.0,36,0,1.04,35.04,0.0,-6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:24:38Z,0.0,72,0,0.7,32.37,0.0,4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:24:38Z,0.0,48,0,1.47,34.54,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:24:38Z,0.0,75,0,0.96,34.46,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:24:38Z,0.0,64,0,0.8,27.61,0.0,-10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:24:38Z,0.0,70,0,1.32,35.8,0.0,-22
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:24:38Z,0.0,29,0,1.26,26.63,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:24:38Z,0.0,39,0,0.91,35.04,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:25:45Z,0.0,75,0,0.84,32.37,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:25:45Z,0.0,54,0,1.75,34.56,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:25:45Z,0.0,95,0,1.18,34.51,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:25:45Z,0.0,63,0,0.69,27.62,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:25:45Z,0.0,55,0,1.2,35.82,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:25:45Z,0.0,30,0,1.28,26.64,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:25:45Z,0.0,36,0,1.1,35.05,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:26:52Z,0.0,76,0,0.83,32.37,0.0,1
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:26:52Z,0.0,36,0,1.28,34.54,0.0,-18
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:26:52Z,0.0,80,0,1.17,34.5,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:26:52Z,0.0,60,0,0.58,27.61,0.0,-3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:26:52Z,0.0,65,0,0.89,35.83,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:26:52Z,0.0,30,0,1.16,26.63,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:26:52Z,0.0,51,0,0.88,35.05,0.0,15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:27:58Z,0.0,83,0,0.84,32.37,0.0,7
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:27:58Z,0.0,33,0,1.11,34.54,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:27:58Z,0.0,55,0,1.27,34.51,0.0,-25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:27:58Z,0.0,51,0,0.73,27.61,0.0,-9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:27:58Z,0.0,85,0,1.08,35.84,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:27:58Z,0.0,28,0,1.28,26.63,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:27:58Z,0.0,51,0,1.25,35.04,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:29:05Z,0.0,75,0,0.94,32.37,0.0,-8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:29:05Z,0.0,36,0,1.3,34.65,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:29:05Z,0.0,75,0,1.03,34.52,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:29:05Z,0.0,67,0,0.52,27.61,0.0,16
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:29:05Z,0.0,80,0,1.2,35.86,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:29:05Z,0.0,31,0,1.15,26.63,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:29:05Z,0.0,57,0,1.13,35.04,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:30:12Z,0.0,62,0,0.85,32.37,0.0,-13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:30:12Z,0.0,36,0,1.0,34.65,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:30:12Z,0.0,75,0,1.17,34.54,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:30:12Z,0.0,69,0,0.73,27.61,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:30:12Z,0.0,60,0,1.21,35.87,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:30:12Z,0.0,27,0,1.29,26.63,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:30:12Z,0.0,45,0,1.44,35.05,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:31:18Z,0.0,72,0,0.73,32.38,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:31:18Z,0.0,30,0,1.22,34.65,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:31:18Z,0.0,60,0,1.18,34.55,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:31:18Z,0.0,60,0,0.76,27.61,0.0,-9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:31:18Z,0.0,80,0,1.1,35.89,0.0,20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:31:18Z,0.0,28,0,1.24,26.63,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:31:18Z,0.0,54,0,1.12,35.04,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:32:25Z,0.0,75,0,0.81,32.37,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:32:25Z,0.0,36,0,0.96,34.66,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:32:25Z,0.0,80,0,0.94,34.56,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:32:25Z,0.0,77,0,0.59,27.61,0.0,17
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:32:25Z,0.0,90,0,1.17,35.91,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:32:25Z,0.0,35,0,1.08,26.63,0.0,7
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T14:32:25Z,0.0,66,0,1.13,35.04,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T14:33:32Z,0.0,68,0,0.8,32.37,0.0,-7
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T14:33:32Z,0.0,45,0,1.11,34.66,0.0,9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T14:33:32Z,0.0,65,0,1.31,34.59,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T14:33:32Z,0.0,68,0,0.84,27.61,0.0,-9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T14:33:32Z,0.0,80,0,1.19,35.93,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T14:33:32Z,0.0,28,0,1.38,26.64,0.0,-7
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:54:01Z,0.0,42,0,1.45,35.04,0.0,-24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T17:55:09Z,0.0,78,0,0.01,32.36,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T17:55:09Z,0.0,51,0,0.01,34.65,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T17:55:09Z,0.0,95,0,0.01,34.6,0.0,30
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T17:55:09Z,0.0,68,0,0.0,27.61,0.0,0
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T17:55:09Z,0.0,65,0,0.01,35.93,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T17:55:09Z,0.0,32,0,0.01,26.63,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:55:09Z,0.0,45,0,0.01,35.04,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T17:56:14Z,0.0,66,0,1.59,32.34,0.0,-12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T17:56:14Z,0.0,30,0,2.77,34.64,0.0,-21
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T17:56:14Z,0.0,90,0,3.11,34.61,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T17:56:14Z,0.0,70,0,1.22,27.61,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T17:56:14Z,0.0,55,0,1.75,35.95,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T17:56:14Z,0.0,29,0,2.26,26.62,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:56:14Z,0.0,57,0,2.11,35.04,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T17:57:20Z,0.0,78,0,1.53,32.34,0.0,12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T17:57:20Z,0.0,60,0,1.75,34.64,0.0,30
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T17:57:20Z,0.0,60,0,3.23,34.64,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T17:57:20Z,0.0,68,0,1.49,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T17:57:20Z,0.0,95,0,1.99,35.96,0.0,40
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T17:57:20Z,0.0,32,0,2.39,26.62,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:57:20Z,0.0,36,0,3.07,35.04,0.0,-21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T17:58:25Z,0.0,62,0,1.87,32.34,0.0,-16
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T17:58:25Z,0.0,45,0,3.64,34.65,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T17:58:25Z,0.0,85,0,2.26,34.64,0.0,25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T17:58:25Z,0.0,75,0,1.67,27.61,0.0,7
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T17:58:25Z,0.0,60,0,3.67,35.98,0.0,-35
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T17:58:25Z,0.0,30,0,3.05,26.62,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:58:25Z,0.0,45,0,2.34,35.04,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T17:59:31Z,0.0,76,0,1.51,32.34,0.0,14
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T17:59:31Z,0.0,30,0,2.57,34.64,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T17:59:31Z,0.0,65,0,3.09,34.66,0.0,-20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T17:59:31Z,0.0,65,0,1.9,27.61,0.0,-10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T17:59:31Z,0.0,85,0,2.41,35.99,0.0,25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T17:59:31Z,0.0,31,0,2.76,26.62,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T17:59:31Z,0.0,60,0,2.8,35.04,0.0,15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T18:00:36Z,0.0,70,0,2.22,32.34,0.0,-6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T18:00:36Z,0.0,54,0,2.21,34.65,0.0,24
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T18:00:36Z,0.0,90,0,2.66,34.68,0.0,25
